url,type
worldwidestudios.net/japan,benign
http://en.eeus.asia/login/en/login.html,phishing
kabadidistributors.com/,benign
greatnavalimages.com/servlet/Categories?s=201,benign
http://www.ok-styl.eu/index.php?option=com_content&view=article&id=84&Itemid=31&lang=en,defacement
http://pastehtml.com/view/ba0oegqua.html,phishing
http://extratorrent.cc/torrent/4189373/Grace+and+Frankie+S01E11+720p+WEBRip+x264-SNEAkY.html,benign
http://web.de/magazine/sport/fussball/champions-league/fc-bayern-muenchen-fc-barcelona/champions-league-fc-bayern-muenchen-fc-barcelona-schwachstellen-30633720,benign
mylife.com/jennifer504,benign
http://www.sikobv.nl/nl/component/content/article/2-voorpagina-tab/118-ml.html,defacement
futboccer.net/,benign
celebritybooksigningsandevents.com/,benign
travel.yahoo.com/p-travelguide-191501958-kansas_city_vacations-i,benign
http://www.industrial-automation.ch/index.php?option=com_content&view=article&id=64:acronsecure&catid=15&Itemid=10,defacement
http://themeforest.net/item/decibel-professional-music-wordpress-theme/full_screen_preview/10662261,benign
rivals.yahoo.com/ncaa/football/players/151249,benign
zimbio.com/Calen+Carr,benign
multipureco.com/crystalbathorder.htm,benign
matkurja.com/en/directory/organizations/D/,benign
http://neues-atelierhaus-panzerhalle.de/archiv/publikationen.html,defacement
facebook.com/james.rick.stinson,benign
city-data.com/city/Covington-Washington.html,benign
http://ananta.com.au/sejeal.jpg,defacement
indeed.com/cmp/Niman-Ranch,benign
http://www.tagrijn-emma.nl/index.php?option=com_virtuemart&page=shop.browse&manufacturer_id=8&Itemid=5,defacement
zoominfo.com/people/Riggert_Ella_391403806.aspx,benign
en.goldenmap.com/Giovani_dos_Santos,benign
rottentomatoes.com/m/melvin_goes_to_dinner/,benign
http://www.italy-itf.com/index.php?option=com_content&view=article&id=91&Itemid=99,defacement
en.wikipedia.org/wiki/Bunim/Murray_Productions,benign
celebritynetworth.com/richest-celebrities/actors/heidi-montag-net-worth/,benign
http://euromonolit.com/2011-01-04-13-29-44/novosti.1,defacement
harbourfrontcentre.com/worldstage1011/media.cfm,benign
usatoday.com/life/people/2006-04-12-pointer-obit_x.htm,benign
http://liegen-sitzen.de/sitzen/sofas,defacement
http://www.besztercekk.hu/index.php?limitstart=40,defacement
http://sagedecision.com/english/index.php?option=com_content&view=category&layout=blog&id=3&Itemid=9,defacement
lyonandturnbull.com/asp/results.asp,benign
amazon.com/Best-Hood-Movies-Order-Year/lm/1WAAXFFFUT6I5,benign
metal-archives.com/artists/Bobby_Jarzombek/43,benign
http://www.tepolsa.com/index.php?option=com_content&view=article&id=8&Itemid=9,defacement
http://crystalspringsag.org/index.php?option=com_idoblog&task=viewpost&id=104&Itemid=121,defacement
wemakematches.com/,benign
http://www.limburgeraltstadt.de/index.php?option=com_content&view=article&id=85&Itemid=101,defacement
youtube.com/watch?v=C_Rn6m9KotA,benign
http://118.69.206.95/~vihtcsn/customer/id/178976499471320573/webscr/dispatched/login.scr/info/one/,phishing
http://www.eurofrutticolasud.it/en/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ldXJvZnJ1dHRpY29sYXN1ZC5pdC9lbi9wcm9kdWN0cy81LWluc2FsYXRhLWNhcHB1Y2NpbmEtdGlwby10cm9jYWRlcm8uaHRtbA==,defacement
wellsphere.com/wellpage/is-ms-hug-girdle-band-sensation-painful,benign
filmsdefrance.com/FDF_ldfunes.html,benign
jamesray.com/,benign
ccmo2.ccrideals.com/,benign
finance.yahoo.com/q?s=SJT,benign
http://www.animalairways.com/news-and-events.html,defacement
espn.go.com/nhl/team/schedule/_/name/nj/new-jersey-devils,benign
facebook.com/ShowboatAC,benign
store.thirdmanrecords.com/,benign
grahamwarsap.blogspot.com/,benign
corporationwiki.com/California/Brea/kprs-construction-services-inc/39066286.aspx,benign
codes.ohio.gov/orc/164.02,benign
en.wikipedia.org/wiki/Les_Foufounes_Electriques,benign
http://hotlinegsm.com/products/mobile-and-tablet/lg-jil-sander-mobile-detail,malware
myspace.com/chinonunez,benign
imdb.com/name/nm0000813/,benign
http://manola-souvanlasy.com/index.php?option=com_content&view=article&id=96:cas-clinique-nd3&catid=40:cas-cliniques&Itemid=65,defacement
http://www.alws.net/services/emarketing/48?tstyle=style2&bgstyle=full,defacement
http://www.niobestudio.com/index.php/google-adwords,defacement
imdb.com/title/tt0805559/,benign
examiner.com/kansas-city-soccer-in-kansas-city/sporting-kansas-city-signs-home-grown-player-kevin-ellis,benign
http://olx.in/hi/item/nokia-5800-express-music-perfect-working-condition-body-average-cond-IDTIzUp.html,benign
voxpops.com/,benign
http://159.8.95.53/Financeiro/2Via(Boleto-Cobranca).zip,malware
ilike.com/artist/Chaka+Khan+%28with+Tom+Browne%29/track/Jamaica+Funk,benign
http://www.sapadinesmilovice.com/index.php?option=com_content&view=article&id=60:bor-dju-mi&catid=34:psi&Itemid=57&lang=en,defacement
http://www.jsjgw.com/news_Detail.aspx?n_id=3821,defacement
azlyrics.com/lyrics/bobdylan/blackdiamondbay.html,benign
radio-info.com/news/san-franciscos-xtra-sports-860-ktrb-goes-into-receivership,benign
nepean.darcymcgees.com/,benign
markwatches.net/reviews/2011/07/mark-watches-torchwood-children-of-earth-day-five/,benign
http://online.citi.com.ou4elw9nzpqvxg07wvf80aet6j2jju.bucspray.gr/slow/online.php,phishing
http://www.prefina.it/component/mailto/index.html?tmpl=component&link=924633089b44f01bc7330818f7e6c4a8ad5b9d23,defacement
http://www.fisiopostural.com.br/Alibaba.aspx.account.sumbit-confirm.securessl5885d80a/Alibaba.com/Alibaba.html,phishing
wilddonegal.com,phishing
thecanadianencyclopedia.com/index.cfm?pgnm=tce&params=m1artm0010622,benign
http://www.stephendamen.com.au/portfolio/weddings.html,defacement
forum.philboxing.com/viewtopic.php?f=5&t=205143,benign
stanbowman.com/,benign
http://www.autoretro.it/scaglietti.htm,defacement
mediterraneas.org/article.php3?id_article=50,benign
o365.ezyro.com,phishing
ghoulnextdoor.tumblr.com/,benign
dcmdoc.com,phishing
thebackninebar.com/,benign
youtube.com/watch?v=4HaAOCGb3bw,benign
theatre.owu.edu/,benign
youtube.com/watch?v=87QjgEB0zSo,benign
usacitiesonline.com/mncounties.htm,benign
http://www.teknosima.it/index.php?fontstyle=f-larger,defacement
gridironfootballpool.com/DisplayStandings.aspx,benign
imdb.com/name/nm0611967/,benign
amazon.com/Valentines-Day-Original-Picture-Soundtrack/dp/B0036EFRC8,benign
baseball-almanac.com/teamstats/roster.php?y=1967&t=kc1,benign
kimmieherbert.blogspot.com/,benign
http://www.mnemonicmultimedia.com/billing/supporttickets.php,defacement
http://emgn.com/entertainment/this-courageous-athlete-has-the-worlds-best-reason-to-work-out/,benign
http://emgn.com/entertainment/15-amazing-cloud-formations-that-will-put-wonder-in-your-heart/,benign
littleburgundyfarm.com/,benign
wikidomo.com/place/1055558/called/decoration-michel-letourneau/in/charlesbourg_quebec_canada,benign
selloutstereo.com/,benign
famousdead.com/bill-melendez/,benign
miamiarch.org/ip.asp?op=Article_11823154416770,benign
thepharmaletter.com/file/63511/marion-merrell-dow-withdraws-tenuate-dospan.html,benign
http://opttoys24.ru/index.php?page=shop.product_details&category_id=43&flypage=flypage.tpl&product_id=905&option=com_virtuemart&Itemid=5,defacement
http://wijzijnnietgevaarlijk.nl/baasjes/63-rowena/videos/video/4-Anti+pitbull+fighting+Please+dont+let+me+die+Its+worth+watching.html,defacement
espn.go.com/blog/collegebasketballnation/tag/_/name/terrell-holloway,benign
spurgeon.org/,benign
torrentreactor.net/search.php?search=2&words=le-journal-de-lady-m-1993&lang=,benign
http://techcrunch.com/2014/01/15/fullcontact-acquires-cobook-to-build-a-better-universal-address-book/,benign
coppernblue.com/2009/6/15/909240/2009-nhl-entry-draft-jordan-caron,benign
bioguide.congress.gov/scripts/biodisplay.pl?index=C000833,benign
http://www.windmillag.com.au/precision-ag,defacement
mycscinfo.in,phishing
http://www.rwmossdecorating.co.uk/decorating-image-gallery.html,defacement
peopleshort.com/,benign
oregonslivinglegends.blogspot.com/,benign
http://genius.com/4189839/Sam-altman-lecture-1-how-to-start-a-startup/Build-something-that-a-small-number-of-users-love,benign
americastockmarket.com/,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,malware
climate.washington.edu/,benign
amazon.com/Gods-Brain-Lionel-Tiger/dp/1616141646,benign
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/a69645d5ea0f297c95a19d3b460b4a72/,phishing
mahalo.com/malcolm-jamal-warner/,benign
absoluteastronomy.com/topics/Route_24_(New_Jersey),benign
hullnumber.com/AF-8,benign
espn.go.com/nfl/team/stats/_/name/oak/oakland-raiders,benign
terviyandefolnedse.com,phishing
gazini.com/kelly2382/,benign
http://www.smos.cn/News_1.asp?page=1,defacement
unknownscareactor.com/,benign
world-design-directory.com/societies/computer.wdd,benign
lead411.com/company_ChildrensMercyHospital_1289169.html,benign
5min.com/Video/Ready-Set-Go-by-Tokio-Hotel---Rock-Band-2-95381468,benign
http://www.helpingpersiancats.org/modules/mod_rokajaxsearch/js/login.alibaba.com/login.jsp.php,phishing
wn.com/Gare_de_Calais-Ville,benign
lima.ohio-state.edu/housing/,benign
http://www.udeworld.com/news.html?tmpl=component&print=1&page=,defacement
imdb.com/name/nm0004921/bio,benign
blog.visitrenotahoe.com/2005/11/01/a-visit-to-the-home-of-the-washoe-seeress/?akst_action=share-this,benign
examiner.com/historical-fiction-in-pittsburgh/historical-profile-joan-of-navarre,benign
tobacco.org/ads/?tdo_code=ads_pm,benign
wn.com/Football_at_the_Summer_Olympics,benign
fanbase.com/NCAA-D-II-Mens-Basketball-Heartland-Conference,benign
advertolog.com/commercials/search/?q=ILLITERACY%20AWARENESS%20MESSAGE,benign
news.nationalpost.com/2011/11/14/mcgill-university-health-centre-voices-support-for-embattled-director/,benign
movies.yahoo.com/movie/contributor/1808939386,benign
http://www.itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/cbbca54fcbc1a3636065adc71373b0c2/,phishing
http://extratorrent.cc/torrent_download/4189079/Creativemarket+Rosemary+Light+Photoshop+Action+263718.torrent,benign
whitewolf.wikia.com/wiki/Akashic_Brotherhood,benign
en.wikipedia.org/wiki/Tha%C3%AF_Express,benign
youmix.co.uk/search?q=Live!!!%20IN%20THE%20MIX!%20IT'S%20WEST%20COAST%20PRESSURE%20BITCHES!%20With%20Your%20Host%20Rebellion%20LIVE%20from%20San%20Diego%20CA%20AIM:%20westcoastpresha1,benign
http://www.metalsul.ind.br/index.html,defacement
norfork.com/,benign
manta.com/c/mtxyvcx/dr-alexander-caldwell-md,benign
vimeo.com/23589427,benign
mcclelland.com/catalog/display.pperl?isbn=9780771085123,benign
dreamlogos.wetpaint.com/,benign
sports.espn.go.com/ncb/columns/story?columnist=whelliston_kyle&id=3609171,benign
myspace.com/danielballjr,benign
goodgirlschool.com/,benign
huskers.com/ViewArticle.dbml?DB_OEM_ID=100&ATCLID=535439,benign
http://www.bg-ricevimenti.it/index.php/eventi/inaugurazioni.html?fontstyle=f-default,defacement
usa.indettaglio.it/eng/34/025/882464.html,benign
montrealmosaic.com/article/montreal-shamrocks-hockey-club,benign
http://www.0068555.com/cl/tpl/yh5588/ver3/css/yh5588.css?v=ver31.32,malware
discogs.com/artist/Efrim+Menuck,benign
http://www.aborrn.org.br/index.php?view=article&catid=43:noticias&id=56:9o-congresso-internacional-abor&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=99&lang=pt,defacement
my.followerinfo.xyz,phishing
elcaminocentral.com/showthread.php?t=18729,benign
http://www.artzone-chronicles.fr/index.php?option=com_content&view=article&id=178:quentin-tarantino-pete-les-plombs-pendant-une-interview&catid=60:news-du-site&Itemid=69,defacement
pheajean.com/,benign
ingenweb.org/innewton/cemetery/waship.htm,benign
ourorigins.org/genealogielistfirstname.aspx?ancestor=4&Family=Deslauriers_402&lng=en,benign
hoopniks.com/don-showalter-announced-as-head-coach-of-2011-12-usa-mens-16u-developmental-national-team,benign
finedesigns.com/organizations/naia/spring-sports/baseball/2011-avista-naia-world-series.html,benign
article.wn.com/view/2010/10/12/AerSale_acquires_19_Boeing_747400_Aircraft_from_JAL/,benign
lead411.com/Eric_Nyman_2858530.html,benign
youtube.com/watch?v=Ec_2oKWe2Gw,benign
en-gb.facebook.com/notes/international-gojitsu-ryu-karate-organization/biografia-do-grandmaster-soke-shihan-jos%C3%A9-augusto-da-silva-costa/185087724842044,benign
tartanarmyblog.com/2010/12/15/no-team-gb-england-national-team-under-threat-from-british-olympic-association/,benign
http://www.sportschule-neumann.de/index.php?option=com_joomgallery&func=viewcategory&catid=9&Itemid=10,defacement
mylife.com/seaward5,benign
http://www.transeuromersedes.ro/agref/wellsfargo2011/online.wellsfargo.com=das/session.cgi-sessargs=mZsth/,phishing
soundcloud.com/dj-dru-1/50-cent-ft-j-kwon-lay-your-ass-down-tipsy-dj-dru-remix,benign
pipl.com/directory/people/Alan/Delisle,benign
movie-moron.com/?tag=mission-impossible-4,benign
streema.com/radios/CPAM_CJWI,benign
jasdoiure.000webhostapp.com,phishing
http://emgn.com/entertainment/you-would-have-never-guessed-that-these-8-young-dweebs-would-become-some-of-the-most-famous-wwe-superstars-ever/,benign
imdb.com/name/nm0167235/,benign
tejiendocondonny.nireblog.com/post/2009/08/26/mis-tejidos-a-crochet-gallinitas,benign
en.wikipedia.org/wiki/Selma_Dritz,benign
netglimse.com/celebs/pages/colleen_dewhurst/index.shtml,benign
new.music.yahoo.com/agents-of-satan/,benign
http://www.hotsource.ch/index.php?option=com_contact&view=contact&id=1:hotsource&catid=12:contacts&Itemid=139,defacement
thefreedictionary.com/Blackening,benign
http://www.umeataxi.se/index.php?view=article&id=44:hybridbilar&tmpl=component&print=1&page=&option=com_content&Itemid=1,defacement
http://www.clinicatecma.es/index.php/logopedia,defacement
http://lifehacker.com/postbox-4-adds-quick-actions-more-filtering-options-a-1703767467,benign
tildaswinton.net/?p=235,benign
yardbarker.com/nhl/articles/msn/video_patrick_bordeleau_misses_hit_smashes_through_glass/4332769?gt1=39002,benign
shemale-tgirl.com/blog/gorgeous-blonde-tgirl-erika-vasconcelos/,benign
http://www.ybbstal-braeu.at/index.php?option=com_phocagallery&view=detail&catid=13:pruefungfragen-urkundenuebergabe-lustiger-ausklang&id=11:k-50erbier1011055&tmpl=component&detail=0&buttons=1&phocadownload=1,defacement
math.dartmouth.edu/~euler/historica/places/london.html,benign
radioradio7.com/radio/Canada-CKUT-FM-903.html,benign
eliteskills.com/analysis_poetry/Wreck_of_the_Julie_Plante_A_Legend_of_Lac_St_Pierre_The_by_William_Henry_Drummond_analysis.php,benign
http://buzzfil.net/article/5637/non-classe/il-coupe-une-nouille-spaghetti-de-piscine-en-4-pour-faire-une-chose-vraiment-interessante-9.html?href=inner_website,benign
media.myfoxla.com/live/lax,benign
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=63:le-chitarre&catid=38:rokstories&lang=it&Itemid=0,defacement
http://www.dijon-cereales-meunerie.fr/index.php?option=com_mad4joomla&jid=2&Itemid=129,defacement
http://www.controlesuasvendas.com/component/tag/grรกtis.html,defacement
ic.arizona.edu/ic/mcbride/ws200/jeff.html,benign
http://sexshop-bg.biz/products?page=shop.product_details&category_id=294&flypage=flypage.tpl&product_id=9992421,defacement
telus.com/portalWeb/inlineLink/CP_SCS/General/TV/No_Subcategory/General/Satellite_Programming/?_region=BC,benign
http://www.nicolatessari.it/index.php/it/tornitura,defacement
spoke.com/info/p7Xynu8/JimLewis,benign
enhancedesignstudio.com,phishing
http://www.rsccaritas.ie/login,defacement
en.wikipedia.org/wiki/Seven_(Producer),benign
http://www.auboisementcorrect.com/PP/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e58873efde7377881c2a77c0d01b5dd4f88873efde7377881c2a77c0d01b5dd4f8,phishing
amirault.8k.com/indexJ.htm,benign
ag.ndsu.edu/ansc/people/faculty/charlie-stoltenow,benign
http://josecampuzano.net/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2pvc2VjYW1wdXphbm8ubmV0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTY0Omxvcy1pbmljaW9z,defacement
publicrecords.searchsystems.net/United_States_Free_Public_Records_by_State/Missouri_Public_Records/Missouri_Counties_Free_Public_Records/Jackson_County/,benign
http://ringring.vn/hoa-hau-thu-thao-ngo-ngac-truoc-tin-don-chuan-bi-ket-hon-110729.html,benign
wcsu.edu/sports/HallofFame/AthleticsHOFInductees.html,benign
modsixties.5forum.net/t580-cruise-fashions-1962-sondra-peterson,benign
marvinhicksfuneralhome.com/fh/obituaries/obituary.cfm?o_id=1197201&fh_id=12478,benign
http://www.lebensmittel-ueberwachung.de/index.php/aktuellessmart/4-presse/926-das-waras-waras-das,defacement
muacc.missouri.edu/,benign
songfacts.com/detail.php?id=2032,benign
isthisyour.name/directory/fullnames/ma~dudek.htm,benign
http://www.raci.it/rete-di-vendita/campania.html,defacement
http://www.masseyfergusonsocialclub.co.uk/index.php?option=com_events&task=view_day&year=2012&month=02&day=07&Itemid=75,defacement
http://cookingx2.com/index.php?option=com_cookbook&Itemid=2&func=viewcategory&id=7,defacement
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=75:2011-08-12-05-46-39&catid=17:news&Itemid=35,defacement
duckduckgo.com/1/c/Aviators_killed_in_aviation_accidents_or_incidents_in_the_United_States,benign
soccerblogs.net/daily/20100706/,benign
zoominfo.com/people/Haigood_Harry_178991072.aspx,benign
http://www.alviksby.se/index.php?option=com_content&view=article&id=163:invigning-alviks-batklubb&catid=52:public-news&Itemid=5,defacement
vgsales.wikia.com/wiki/Seventh_generation_of_video_games,benign
http://v-montazar.com/index.html?cat=48,defacement
imdb.com/name/nm0743301/,benign
linkedin.com/company/bernstein-rein-advertising,benign
dbpedia.org/resource/Eric_Lock,benign
rhapsody.com/artist/terence-blanchard,benign
goliath.ecnext.com/coms2/product-compint-0000811225-page.html,benign
123people.ca/s/sandy+bowers,benign
https://medium.com/human-parts/when-you-re-the-exception-to-every-black-rule-b670c1444cd6?source=has-recommended,benign
soccernet.espn.go.com/team/fixtures/_/id/9723/portland-timbers,benign
http://kotaku.com/putting-video-game-trade-ins-to-the-test-1555397500/templates/closure/,benign
servinghistory.com/topics/telescopic_sight::sub::Reticles,benign
https://500px.com/photo/53470354/museo-del-louvre-by-dragox-photo-?from=set&set_id=1074128,benign
http://kenh14.vn/kham-pha/video-ly-giai-vi-sao-con-nguoi-lai-bi-noi-da-ga-20140428020934234.chn,benign
http://www.opti-medical.es/index.php/soluciones-mantenimiento/oxysept.html,defacement
http://www.kingsportclub.com/js/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&app=com-d3,phishing
http://12com.net/tags.php?%2F\315\376\304\341หน\310หถศผูด\345\276ฦต\352%2F,defacement
songlyrics.com/elvis-presley/so-close-yet-so-far-from-paradise-lyrics/,benign
http://www.biker-shg.de/index.php?option=com_content&view=article&id=50&Itemid=64,defacement
investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=4185279,benign
http://www.goebcomputer.de/index.php?option=com_content&view=category&id=52&Itemid=58,defacement
factbites.com/topics/Thomas-Wentworth,benign
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=227&lang=,defacement
http://plarium.com/es/juegos-de-estrategia/stormfall-age-of-war/noticias/novedad-misiones-diarias/,benign
cheatmasters.com/cheats/30482/Demons_Souls_cheats.html,benign
sportsmansguide.com/net/cb/john-marshall-3x4-mossy-oak-new-break-up-camo-border-area-rug.aspx?a=387003,benign
newgrounds.com/portal/view/210964,benign
dbpedia.openlinksw.com:8890/resource/Jim_Young_%28American_football_coach%29,benign
http://thenextweb.com/shareables/2015/05/07/watch-this-artist-draw-famous-logos-by-hand/gtm.start,benign
en.wikipedia.org/wiki/Lino_Saputo,benign
http://www.westwoodchurch.co.uk/our-services/sunday-celebration/celebration-talks/219-25-03-2012-mission-act-12-v-1-24-peter-findley,defacement
http://www.mariasfreshflowers.com.au/component/virtuemart/index.html?page=shop.browse&category_id=4,defacement
pornstar-movies.net/Jessica-Pare.html,benign
discogs.com/Omnikrom-Comme-La-T%C3%A9l%C3%A9vision-Remix-Hatchmatik-Vs-NROTB/release/1868107,benign
chivalricorders.org/royalty/bourbon/parma/brbprmgn.htm,benign
http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=34&Itemid=27,defacement
fandango.com/phyllisfraser/filmography/p24856,benign
princess-diana.com/,benign
ryerson.ca/news/news/General_Public/20110831_feddev.html,benign
http://codep34.fr/x.txt,defacement
theofficialpageof.com/ruta-lee/,benign
mmaindc.com/mixed-martial-arts-news/,benign
myspace.com/pattiryan7,benign
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%20%E6%B1%BD%E8%BD%A6/,malware
italianacademyfoundation.org/chopinschumann/secure.php,malware
ncbi.nlm.nih.gov/pubmed/19953102,benign
http://pastehtml.com/view/bfv1e315i.html,phishing
gamespot.com/ps/puzzle/parappatherapper/player_review.html?id=572331,benign
truthaboutit.net/2010/09/kirk-hinrich-cough-up-a-lung-where-im-from-sioux-city-son-%e2%80%93-2010-11-wizards-player-preview.html,benign
instdev.concordia.ca/,benign
forbes.com/lists/2007/30/biz_07nfl_Denver-Broncos_308211.html,benign
http://www.ekwdesign.de/referenzen/printdesign/243-printdesign-sparkasse-bad-hersfeld-rotenburg-aussengestaltung.html,defacement
factbites.com/topics/Samuel-Bronfman,benign
myspace.com/alexpardee,benign
newsroom.mtv.com/2010/08/26/katy-perry-teenage-dream-cotton-candy/,benign
content.usatoday.com/sportsdata/hockey/nhl/penguins/schedule/2009-10/all/post,benign
http://superuser.com/questions/810733/whats-the-risk-of-esd-damage-moving-an-already-built-pc,benign
musicvideoswiz.com/artist/Basil%20Poledouris/lyrics,benign
http://zozo.jp/shop/anatelier/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,benign
youtube.com/watch?v=VpMlt0QNDsE,benign
bfi.org.uk/lff/films/cinema_europa,benign
misslillie.com/tour.htm,benign
clubmontreal.ca/en/activities/sportsoffered.aspx,benign
geni.com/people/John-Stewart/6000000005560006354,benign
en.wikipedia.org/wiki/2010_Tennessee_Titans_season,benign
airlinestube.com/Zoomer/,benign
http://www.bilamal.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5iaWxhbWFsLmRlL2dlc3VuZGhlaXRzcmVsZXZhbnRlLWxlaXN0dW5nZW4tbGFib3JhdG9yaXVtc2RpYWdub3N0aWsvbHVmdHRlY2huaXNjaGUtYW5sYWdlbg==,defacement
excaliburfilms.com/pornlist/malepgs/Henry_Pachard.htm,benign
marxists.org/reference/archive/shaw/works/wagner.htm,benign
tatv.be/simulation/start.swe?SWENeedContext=false&SWECmd=GotoView&W=t&SWEC=3&SWEBID=-1&SWETS=&SWEKeepContext=1&SWEView=TATV%20Web%20My%20Info%20View,benign
evri.com/person/sebastien-demers-0x126832,benign
oldtimershockeyofcanada.com/,benign
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=1539890014&bm1=bottom&bm2=prd,benign
http://www.stuckateur-fickinger.de/bilder/2-aussenputz/detail/13-aussenputz-06.html?tmpl=component,defacement
tinymixtapes.com/chocolate-grinder/listen-efrim-manuel-menuck-our-lady-parc-extension-and-her-munificent-sorrows-chic,benign
yellowbook.com/yellow-pages/?what=carpet+and+rug+dealers+oriental&where=grand+rapids-wyoming%2c+mi+metropolitan+statistical+area%2c+mi,benign
babycenter.com/baby-names-joash-485605.htm,benign
vaniercollege.qc.ca/audiovisual/slideshow/slideshow114/awards03.html,benign
en.wikipedia.org/wiki/Guy_Rouleau,benign
blogs.chicagosports.chicagotribune.com/the_inside_scoop/2011/05/football-illinois-players-nominated-for-us-army-all-american-bowl.html,benign
popmatters.com/pm/post/118683-the-besnard-lakes-the-besnard-lakes-are-the-roaring-night-new-album-/,benign
associatedcontent.com/actor/550001/walter-baldwin.html,benign
https://ifttt.com/recipes/21350-shuffle-your-liked-instagram-photos-into-a-screensaver,benign
music.yahoo.com/bernie-worrell/,benign
http://www.vilagnomad.com/tables/long-term-loans-for-bad-credit.php,malware
jhyrgweb.xyz,phishing
pipl.com/directory/name/Ingalls/Julie,benign
http://www.mobilbrikett.hu/index.php?view=article&catid=1:ceginfo&id=8:a-fabrikett&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=12,defacement
btjunkie.org/torrent/les-colocs-discographie-complete/3952107a1e76b8f888aab983965fdfbdd76ad0256637,benign
nytimes.com/2005/05/21/arts/television/21corden.html,benign
familytreemaker.genealogy.com/users/l/e/w/Arthur-H-Lewisjr/GENE4-0020.html,benign
amazon.com/Critical-Social-Issues-American-Education/dp/080584452X,benign
wix.com/kaeserland/steve-anthony-music,benign
http://soothingpainrelief.com/index.php?option=com_content&view=article&id=11,defacement
campaignmoney.com/political/contributions/james-cohen.asp?cycle=08,benign
http://www.abelmannconsulting.de/webagentur/content-management,defacement
http://dantri.com.vn/tai-chinh-dau-tu/viet-nam-vay-va-phai-tra-no-the-nao-989063.htm,benign
http://deboerschilders.nl/index.php/projecten/category/2-vereniging-van-eigenaren,defacement
nfb.ca/film/An_Ecology_of_Hope/,benign
genders.org/g46/g46_mizejewski.html,benign
americal.org/awards/cib.htm,benign
forum.grasscity.com/music-hall/641334-state-region-have-best-rappers.html,benign
ninersnation.com/2011/4/14/2109694/49ers-top-10-nfl-draft-busts-no-2-j-j-stokes-wide-receiver,benign
http://www.needleseyeindustries.com/index.php?option=com_virtuemart&page=shop.browse&category_id=73&Itemid=71,defacement
sakurasteakhouse.com/,benign
wn.com/Ireland_Tourism,benign
http://www.rv-bann.de/cms/index.php?option=com_content&view=article&id=133:startseite&catid=1:verein&Itemid=19,defacement
en.goldenmap.com/Kahnawake,benign
seas.harvard.edu/directory/rjwood,benign
http://neues-atelierhaus-panzerhalle.de/archiv/2009/74-projekte-und-ausstellungen-2009.html,defacement
flixster.com/actor/eddie-griffin,benign
http://www.garage-pirenne.be/index.php?option=com_content&view=article&id=49&Itemid=60,defacement
manta.com/c/mmc1jvf/unaccompanied-refugee-minors,benign
wordiq.com/definition/Pierre-Marc_Johnson,benign
unionvilletheatre.com/,benign
naked.actors.nu/mark_harmon,benign
http://www.iremshrine.com/component/jevents/day.listevents/2013/02/20/97,defacement
http://www.foehn.es/promociones.1,defacement
http://moviepilot.com/posts/2015/05/12/gambit-and-wolverine-confirmed-for-x-men-apocalypse-2927454,benign
animalfarm.wikia.com/wiki/Animal_Farm_(1954_film),benign
timesdispatch.com/sports/2010/may/02/komm02_20100501-222207-ar-158089/,benign
tripadvisor.com/Tourism-g298221-Okinawa_Prefecture_Kyushu_Okinawa-Vacations.html,benign
http://www.advinno.com/contact-us,defacement
en.wikipedia.org/wiki/Saint-Louis_(provincial_electoral_district),benign
http://www.pc50.de/index.php?view=article&id=14:lit&format=pdf&option=com_content,defacement
http://manosunidasciudadreal.org/index.php?option=com_content&view=article&id=200:alumnos-del-colegio-dulcinea-del-toboso-de-ciudad-real-visitan-la-sede-de-manos-unidas-&catid=38:ciudad-real&Itemid=74,defacement
medlibrary.org/medwiki/FIFA_U-17_World_Cup,benign
wn.com/United_Kingdom/,benign
http://www.holidayclub-mtb.com/holiday/index.php?option=com_content&view=article&id=51&Itemid=64,defacement
